Name,Team,Pos,mlbam,Age,Draft,Highest Level,B/T,Hgt/Wgt,Rank,Avg,Baseball America,Baseball HQ,Baseball Prospectus,CBS Sports,Dynasty Dugout,ESPN,Fangraphs,Fantasy Alarm,Fantasy Six Pack,Imaginary Brick Wall,Just Baseball,MLB Pipeline,NBC Sports,Prospect 361,Prospects Live,Razzball,Roto- Baller,Roto- Prospects,Rotowire,The Athletic,TJStats
"Veras, Wilfred",CHW,OF,691442,23.3,2019 FA,AA,R/R,"6'1"" 240",722,296.14,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"De Leon, Edgardo",MIA,3B,821279,19.0,2024 FA,R,R/R,"6'0"" 170",722,296.14,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Phillips, Connor",CIN,P,683175,24.8,2020 #64,MLB,R/R,"6'2"" 209",724,296.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Solano, Warel",TB,SS,829046,18.4,2025 FA,R,R/R,"6'2"" 165",724,296.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Burkholder, Griffin",PHI,OF,816120,20.5,2024 #63,A,R/R,"6'1"" 195",724,296.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Smith, Parker",HOU,P,809789,23.0,2024 #131,A,R/R,"6'4"" 230",727,296.24,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hill, Luke",CLE,3B,702619,21.9,2025 #132,A,R/R,"6'1"" 200",727,296.24,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Paulino, Eddinson",TOR,SS,682796,23.6,2018 FA,AA,L/R,"5'10"" 155",729,296.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Williams, Dixon",ATL,2B,703483,22.2,2025 #136,A,L/R,"6'2"" 210",729,296.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Brito, Dawvris",BOS,SS,836605,17.4,2026 FA,,R/R,"6'0"" 180",731,296.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Silverio, Garielvin",BOS,OF,836613,17.3,2026 FA,,L/R,"6'1"" 191",732,296.43,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Cappe, Yiddi",MIA,SS,691268,23.4,2021 FA,AA,R/R,"6'3"" 175",733,296.48,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Melburne, Ezequiel",LAD,SS,836606,16.7,2026 FA,,S/R,"6'3"" 170",733,296.48,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Peterson, Austin",CLE,P,804926,26.4,2022 #271,AAA,R/R,"6'6"" 234",735,296.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Pio, Alexandel",PIT,SS,822259,17.1,2026 FA,,R/R,"6'2"" 170",735,296.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Mesa, Michael",TOR,OF,836607,17.2,2026 FA,,L/L,"6'2"" 209",737,296.57,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Conticello, Gavin",ARI,3B,695521,22.7,2021 #228,AA,L/R,"6'3"" 195",738,296.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"De La Cruz, Starlyn",ATL,OF,837707,17.3,2026 FA,,L/L,170,738,296.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Balcazar, Leo",CIN,SS,699114,21.7,2021 FA,AA,R/R,"5'11"" 190",738,296.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Kent, Kaedan",NYY,SS,809763,22.5,2025 #103,A+,L/R,"6'2"" 200",741,296.67,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Gray, CJ",LAA,P,832457,19.1,2025 #140,,R/R,"6'2"" 205",742,296.71,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Brecht, Brody",COL,P,701679,23.4,2024 #38,A,R/R,"6'4"" 235",743,296.76,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Suarez, Isaias",WAS,OF,836616,17.2,2026 FA,,R/R,"6'2"" 165",743,296.76,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Martin, Walker",SF,SS,806152,22.0,2023 #52,A,L/R,"6'2"" 188",745,296.81,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Eeles, Payton",BAL,2B,823356,26.3,2024 FA,AA,L/R,"5'5"" 180",746,296.86,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hedges, Ethan",COL,3B,805260,21.8,2025 #77,A+,R/R,"6'1"" 185",747,296.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Wimmer, Braylen",COL,SS,687918,25.2,2023 #232,A,R/R,"6'3"" 200",748,296.95,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hynes, Will",CLE,P,807077,18.6,2025 #70,,R/R,"6'2"" 180",748,296.95,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Vargas, Echedry",MIA,SS,800448,21.0,2022 FA,A+,R/R,"5'11"" 170",750,297.00,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Melendez, Gustavo",PIT,SS,828116,18.3,2025 #113,,L/R,"5'8"" 160",750,297.00,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Swan, Eriq",WAS,P,811291,24.3,2023 #137,A+,R/R,"6'6"" 240",752,297.05,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hughes, CJ",MIL,SS,834620,18.5,2025 #335,,S/R,"6'1"" 155",752,297.05,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Mautz, Brycen",STL,P,802408,24.6,2022 #59,AA,L/L,"6'3"" 190",754,297.10,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Ramirez, Cleiner",NYM,OF,836600,17.2,2026 FA,,R/R,"5'9"" 175",754,297.10,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Sanchez, Adolfo",CIN,OF,807645,19.4,2024 FA,R,L/L,"6'1"" 185",754,297.10,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Castro, Allan",BOS,OF,691369,22.7,2019 FA,AA,S/R,"6'1"" 170",757,297.14,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Geraldo, Johan",CHC,SS,837852,16.9,2026 FA,,R/R,"6'1"" 164",757,297.14,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Jang, Hyun-Suk",LAD,P,815794,21.9,2023 FA,A,R/R,"6'4"" 200",759,297.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Gomez, Yorman",CLE,P,691414,23.3,2019 FA,AA,R/R,"5'11"" 200",759,297.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"McCabe, David",ATL,3B,678173,25.9,2022 #125,AAA,S/R,"6'3"" 230",761,297.24,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Arias, Randy",HOU,SS,836599,17.4,2026 FA,,R/R,"5'11"" 155",761,297.24,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Urena, Engelth",NYY,C,800246,21.5,2022 FA,A+,R/R,"5'11"" 196",763,297.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Parra, Juan",PHI,SS,832324,17.2,2026 FA,,S/R,"6'1"" 186",763,297.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Gallego, Ruben",ARI,SS,836618,17.3,2026 FA,,S/R,"6'1"" 160",765,297.33,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Davenport, Aaron",CLE,P,702126,25.6,2021 #186,AAA,R/R,"6'0"" 185",766,297.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hurd, Thatcher",NYY,P,695765,23.2,2024 #89,,R/R,"6'4"" 230",766,297.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Gelof, Zake",LAD,3B,695372,24.0,2023 #60,A+,R/R,"6'0"" 195",768,297.43,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Raya, Marco",MIN,P,694397,23.5,2020 #128,AAA,R/R,"6'1"" 170",769,297.48,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Gutierrez, Carlos",SF,OF,806872,21.5,2023 FA,A,L/R,"5'10"" 174",769,297.48,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Espinosa, Romeli",PHI,SS,829089,17.7,2025 FA,R,R/R,"6'4"" 169",771,297.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Gonzalez, Wikelman",CHW,P,682790,23.9,2018 FA,MLB,R/R,"6'0"" 220",772,297.57,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Weston, Cameron",BAL,P,687721,25.5,2022 #227,AAA,R/R,"6'2"" 215",772,297.57,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Arias, Roderick",NYY,SS,703179,21.4,2022 FA,A,S/R,"6'0"" 178",774,297.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Coronil, Deivid",SD,SS,829060,18.4,2025 FA,R,S/R,"6'3"" 162",774,297.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Pitre, Emilien",TB,2B,692150,23.4,2024 #58,A+,L/R,"5'11"" 185",776,297.67,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Beltre, Eduardo",MIN,OF,815924,19.4,2024 FA,A,R/R,"5'11"" 175",776,297.67,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Polanco, Cristopher",TOR,SS,829057,18.1,2025 FA,R,L/R,"5'10"" 174",778,297.71,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hurtado, Victor",WAS,OF,815900,18.7,2024 FA,R,L/L,"6'3"" 175",779,297.81,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Green, Rodney Jr.",ATH,OF,701587,22.9,2024 #104,A+,L/L,"6'3"" 210",780,297.86,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Dreiling, Dylan",TEX,OF,702662,22.8,2024 #65,A+,L/L,"5'11"" 197",780,297.86,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Diaz, Lisbel",SF,OF,815464,20.6,2023 FA,A,R/R,"6'2"" 221",782,298.00,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Herring, Griffin",COL,P,702622,22.8,2024 #181,A+,R/L,"6'2"" 196",783,298.10,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Lara, Jhancarlos",ATL,P,702910,23.1,2021 FA,AAA,R/R,"6'3"" 190",784,298.14,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Rodden, Brock",SEA,2B,801126,25.7,2023 #160,AA,S/R,"5'7"" 170",784,298.14,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Charles, Austin",KC,SS,800051,22.3,2022 #595,A+,R/R,"6'5"" 215",786,298.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Pena, Dameury",MIN,SS,808365,20.5,2023 FA,A,R/R,"5'10"" 150",787,298.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Martin, Maxton",TEX,OF,807722,20.8,2023 #321,A+,L/R,"6'1"" 205",788,298.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hartman, Eric",ATL,OF,807080,19.7,2024 #611,A,L/R,"6'1"" 185",789,298.43,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Labrada, Victor",SEA,OF,700032,26.1,2021 FA,AAA,L/L,"5'8"" 195",790,298.48,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Floyd, Ty",CIN,P,692226,24.5,2023 #38,A,R/R,"6'2"" 200",791,298.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Callihan, Tyler",CIN,OF,682997,25.7,2019 #85,MLB,L/R,"5'11"" 205",791,298.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Frontado, Diego",MIL,SS,836601,17.4,2026 FA,,R/R,"6'0"" 180",793,298.57,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Maldonado, Gerelmi",SF,P,698965,22.2,2021 FA,A,R/R,"6'2"" 170",794,298.81,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Curley, Brian",ARI,P,826536,22.7,2025 #92,,R/R,"5'10"" 212",795,298.86,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Ayers, Owen",CHC,C,689196,24.7,2024 #572,A,S/R,"6'2"" 185",796,298.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Nunez, Anthony",BAL,P,689296,24.6,2019 #863,AAA,S/R,"6'2"" 225",797,298.95,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Nieves, Marlon",LAD,P,812363,20.7,2023 FA,A,R/R,"6'3"" 170",798,300.24,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Kling, Paxton",TEX,OF,702265,22.7,2025 #205,A+,R/R,"6'2"" 210",799,300.48,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Castellanos, Santiago",MIN,P,829764,17.6,2025 FA,R,R/R,"5'10"" 150",800,300.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Guzman, Randy",NYM,OF,807383,20.8,2022 FA,A,R/R,"6'4"" 215",801,300.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Pence, Dalton",TEX,P,701717,23.5,2024 #345,A+,L/L,"6'2"" 215",802,300.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Travieso, Jesus",PIT,P,821174,18.9,2024 FA,A,R/R,"5'11"" 140",803,301.10,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Marsee, Jakob",MIA,OF,805300,24.6,2022 #180,MLB,L/L,"6'0"" 180",804,303.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Amick, Billy",MIN,3B,701771,23.3,2024 #60,A+,R/R,"6'1"" 220",805,304.05,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Fountain, Kale",SD,3B,806495,20.5,2024 #151,A,R/R,"6'5"" 225",806,304.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Shaw, Sam",TOR,OF,802511,21.0,2023 #274,A+,L/R,"5'10"" 180",807,304.57,Paywall,Paywall,150,150,Paywall,167,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Boeve, Mike",MIL,3B,801670,23.8,2023 #54,AA,L/R,"6'1"" 210",808,304.95,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Toole, Marshall",NYY,OF,828319,22.9,2024 #451,A,L/R,"5'11"" 185",809,310.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Davis, Chase",STL,OF,690971,24.2,2023 #21,AA,L/L,"6'1"" 216",809,310.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Cimillo, Nick",PIT,C,701177,26.0,2022 #470,AA,R/R,"6'3"" 220",809,310.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Antonio, Rayven",ATL,P,810982,20.0,2023 FA,A,R/R,"6'1"" 190",809,310.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Ibarguen, Pedro",MIL,OF,808338,19.6,2023 FA,A,R/R,"5'10"" 180",809,310.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Wagner, Ethan",HOU,OF,825334,20.5,2024 #523,R,R/R,"6'0"" 215",809,310.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Rangel, Jonathan",MIL,SS,821158,19.0,2024 FA,R,L/R,"5'9"" 176",809,310.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Ornelas, Tirso",SD,OF,672359,25.9,2017 FA,MLB,L/R,"6'3"" 200",809,310.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
